5682696.24	7429302.73	1-513	0.10	5682717.35	7429316.53	1-2083	0.10
5682717.35	7429316.53	1-2083	0.10	5682557.60	7429345.45	1-2094	0.10
5682557.60	7429345.45	1-2094	0.10	5682341.74	7429384.50	1-2095	0.00
5682341.74	7429384.50	1-2095	0.00	5682342.49	7429393.29	1-2102	0.00
5682342.49	7429393.29	1-2102	0.00	5682342.84	7429401.40	1-2109	0.00
5682342.84	7429401.40	1-2109	0.00	5682560.35	7429362.57	1-2108	0.00
5682560.35	7429362.57	1-2108	0.00	5682738.41	7429330.28	1-2081	0.10
5682738.41	7429330.28	1-2081	0.10	5682727.98	7429323.46	1-2082	0.00
5682727.98	7429323.46	1-2082	0.00	5682559.29	7429354.28	1-2101	0.60
5682559.29	7429354.28	1-2101	0.60	5682342.49	7429393.29	1-2102	0.00
5682717.35	7429316.53	1-2083	0.10	5682727.98	7429323.46	1-2082	0.00
5682342.49	7429393.29	1-2102	0.00	5682305.55	7429400.02	1-2150	0.00
5682305.55	7429400.02	1-2150	0.00	5682303.85	7429391.35	1-2096	0.00
5682303.85	7429391.35	1-2096	0.00	5682341.74	7429384.50	1-2095	0.00
5682303.85	7429391.35	1-2096	0.00	5682234.97	7429403.81	1-1400	0.00
5682242.43	7429419.32	1-1402	0.00	5682342.84	7429401.40	1-2109	0.00
5682254.22	7429443.92	1-1403	0.00	5682301.44	7429435.31	1-2116	0.00
5682301.44	7429435.31	1-2116	0.00	5682297.54	7429422.67	1-2115	0.00
5682301.44	7429435.31	1-2116	0.00	5682564.31	7429387.36	1-2124	0.00
5682305.53	7429440.05	1-2128	0.00	5682309.26	7429460.20	1-2133	0.00
5682309.26	7429460.20	1-2133	0.00	5682265.99	7429468.20	1-1404	0.00
5682309.26	7429460.20	1-2133	0.00	5682568.30	7429412.35	1-2132	0.00
5682568.30	7429412.35	1-2132	0.00	5682797.64	7429369.01	1-2077	0.00
5682797.64	7429369.01	1-2077	0.00	5682799.41	7429370.16	1-2076	0.00
5682797.64	7429369.01	1-2077	0.00	5682774.06	7429353.59	1-2078	0.00
5682774.06	7429353.59	1-2078	0.00	5682767.99	7429349.62	1-2079	0.00
5682774.06	7429353.59	1-2078	0.00	5682565.19	7429392.89	1-2127	0.00
5682565.19	7429392.89	1-2127	0.00	5682305.53	7429440.05	1-2128	0.00
5682165.90	7429259.28	1-1394	0.00	5682171.43	7429270.08	1-1395	0.00
5682171.43	7429270.08	1-1395	0.00	5682198.01	7429322.03	1-1397	0.00
5682171.43	7429270.08	1-1395	0.00	5682239.41	7429258.09	1-1995	0.00
5682239.41	7429258.09	1-1995	0.00	5682244.27	7429285.29	1-1994	0.30
5682244.27	7429285.29	1-1994	0.30	5682245.96	7429294.76	1-2019	0.30
5682244.27	7429285.29	1-1994	0.30	5682539.36	7429232.66	1-1993	0.30
